pair_id	region	ancestry	trait_a	trait_b	imputed_h4	confidence	prob_signal	base_from_pair	region_bonus	ancestry_factor
chr1_163750000_165250000__AFR__stroke_vs_asthma	1:163750000-165250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr4_66750000_69250000__AFR__stroke_vs_asthma	4:66750000-69250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr7_31750000_33250000__AFR__stroke_vs_asthma	7:31750000-33250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr5_79750000_82250000__AFR__stroke_vs_asthma	5:79750000-82250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr1_26750000_28250000__AFR__stroke_vs_asthma	1:26750000-28250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr3_40750000_54250000__AFR__stroke_vs_asthma	3:40750000-54250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr6_81750000_84250000__AFR__stroke_vs_asthma	6:81750000-84250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr2_141750000_150250000__AFR__stroke_vs_asthma	2:141750000-150250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr3_155750000_159250000__AFR__stroke_vs_asthma	3:155750000-159250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr7_146750000_148250000__AFR__stroke_vs_asthma	7:146750000-148250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr15_37750000_39250000__AFR__stroke_vs_asthma	15:37750000-39250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr15_97750000_101250000__AFR__stroke_vs_asthma	15:97750000-101250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr19_38750000_43250000__AFR__stroke_vs_asthma	19:38750000-43250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr15_50750000_54250000__AFR__stroke_vs_asthma	15:50750000-54250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr2_18750000_21250000__AFR__stroke_vs_asthma	2:18750000-21250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr3_103750000_105250000__AFR__stroke_vs_asthma	3:103750000-105250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr10_5750000_7250000__AFR__stroke_vs_asthma	10:5750000-7250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr5_143750000_145250000__AFR__stroke_vs_asthma	5:143750000-145250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr14_45750000_48250000__AFR__stroke_vs_asthma	14:45750000-48250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr4_82750000_84250000__AFR__stroke_vs_asthma	4:82750000-84250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr8_5750000_7250000__AFR__stroke_vs_asthma	8:5750000-7250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr6_140750000_145250000__AFR__stroke_vs_asthma	6:140750000-145250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr22_33750000_37250000__AFR__stroke_vs_asthma	22:33750000-37250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr5_109750000_116250000__AFR__stroke_vs_asthma	5:109750000-116250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr2_132750000_134250000__AFR__stroke_vs_asthma	2:132750000-134250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr4_88750000_90250000__AFR__stroke_vs_asthma	4:88750000-90250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr2_217750000_221250000__AFR__stroke_vs_asthma	2:217750000-221250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr21_34750000_37250000__AFR__stroke_vs_asthma	21:34750000-37250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr17_33750000_37250000__AFR__stroke_vs_asthma	17:33750000-37250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr17_750000_8250000__AFR__stroke_vs_asthma	17:750000-8250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr9_32750000_38250000__AFR__stroke_vs_asthma	9:32750000-38250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr12_40750000_43250000__AFR__stroke_vs_asthma	12:40750000-43250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr7_136750000_141250000__AFR__stroke_vs_asthma	7:136750000-141250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr9_12750000_17250000__AFR__stroke_vs_asthma	9:12750000-17250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr8_29750000_31250000__AFR__stroke_vs_asthma	8:29750000-31250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr4_51750000_57250000__AFR__stroke_vs_asthma	4:51750000-57250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr6_149750000_158250000__AFR__stroke_vs_asthma	6:149750000-158250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr2_126750000_128250000__AFR__stroke_vs_asthma	2:126750000-128250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr4_70750000_72250000__AFR__stroke_vs_asthma	4:70750000-72250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr10_1750000_3250000__AFR__stroke_vs_asthma	10:1750000-3250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr2_195750000_197250000__AFR__stroke_vs_asthma	2:195750000-197250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr12_65750000_72250000__AFR__stroke_vs_asthma	12:65750000-72250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr1_178750000_181250000__AFR__stroke_vs_asthma	1:178750000-181250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr16_8750000_13250000__AFR__stroke_vs_asthma	16:8750000-13250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr16_1750000_5250000__AFR__stroke_vs_asthma	16:1750000-5250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr17_37750000_50250000__AFR__stroke_vs_asthma	17:37750000-50250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr7_67750000_81250000__AFR__stroke_vs_asthma	7:67750000-81250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr6_69750000_71250000__AFR__stroke_vs_asthma	6:69750000-71250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr1_213750000_215250000__AFR__stroke_vs_asthma	1:213750000-215250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr1_36750000_53250000__AFR__stroke_vs_asthma	1:36750000-53250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr2_163750000_167250000__AFR__stroke_vs_asthma	2:163750000-167250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr8_16750000_18250000__AFR__stroke_vs_asthma	8:16750000-18250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr1_226750000_231250000__AFR__stroke_vs_asthma	1:226750000-231250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr11_106750000_108250000__AFR__stroke_vs_asthma	11:106750000-108250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr7_97750000_101250000__AFR__stroke_vs_asthma	7:97750000-101250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr6_6750000_10250000__AFR__stroke_vs_asthma	6:6750000-10250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr1_160750000_162250000__AFR__stroke_vs_asthma	1:160750000-162250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr4_64750000_66250000__AFR__stroke_vs_asthma	4:64750000-66250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr6_14750000_16250000__AFR__stroke_vs_asthma	6:14750000-16250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr13_95750000_100250000__AFR__stroke_vs_asthma	13:95750000-100250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr4_0_4250000__AFR__stroke_vs_asthma	4:0-4250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr1_193750000_196250000__AFR__stroke_vs_asthma	1:193750000-196250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr3_192750000_198250000__AFR__stroke_vs_asthma	3:192750000-198250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr5_156750000_160250000__AFR__stroke_vs_asthma	5:156750000-160250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr12_95750000_100250000__AFR__stroke_vs_asthma	12:95750000-100250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr8_140750000_146250000__AFR__stroke_vs_asthma	8:140750000-146250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr16_88750000_91250000__AFR__stroke_vs_asthma	16:88750000-91250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr20_38750000_46250000__AFR__stroke_vs_asthma	20:38750000-46250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr4_29750000_32250000__AFR__stroke_vs_asthma	4:29750000-32250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr3_79750000_91250000__AFR__stroke_vs_asthma	3:79750000-91250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr17_67750000_69250000__AFR__stroke_vs_asthma	17:67750000-69250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr15_56750000_64250000__AFR__stroke_vs_asthma	15:56750000-64250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr19_50750000_52250000__AFR__stroke_vs_asthma	19:50750000-52250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr3_92750000_95250000__AFR__stroke_vs_asthma	3:92750000-95250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr6_89750000_91250000__AFR__stroke_vs_asthma	6:89750000-91250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr10_86750000_90250000__AFR__stroke_vs_asthma	10:86750000-90250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr10_52750000_54250000__AFR__stroke_vs_asthma	10:52750000-54250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr10_44750000_46250000__AFR__stroke_vs_asthma	10:44750000-46250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr21_29750000_31250000__AFR__stroke_vs_asthma	21:29750000-31250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr1_53750000_55250000__AFR__stroke_vs_asthma	1:53750000-55250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr1_114750000_121250000__AFR__stroke_vs_asthma	1:114750000-121250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr6_146750000_148250000__AFR__stroke_vs_asthma	6:146750000-148250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr7_48750000_52250000__AFR__stroke_vs_asthma	7:48750000-52250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr11_99750000_101250000__AFR__stroke_vs_asthma	11:99750000-101250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr22_37750000_39250000__AFR__stroke_vs_asthma	22:37750000-39250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr2_154750000_160250000__AFR__stroke_vs_asthma	2:154750000-160250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr10_7750000_10250000__AFR__stroke_vs_asthma	10:7750000-10250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr5_58750000_65250000__AFR__stroke_vs_asthma	5:58750000-65250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr14_81750000_83250000__AFR__stroke_vs_asthma	14:81750000-83250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr7_148750000_152250000__AFR__stroke_vs_asthma	7:148750000-152250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr5_2750000_4250000__AFR__stroke_vs_asthma	5:2750000-4250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr7_12750000_23250000__AFR__stroke_vs_asthma	7:12750000-23250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr2_160750000_163250000__AFR__stroke_vs_asthma	2:160750000-163250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr13_35750000_37250000__AFR__stroke_vs_asthma	13:35750000-37250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr1_750000_4250000__AFR__stroke_vs_asthma	1:750000-4250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr2_34750000_38250000__AFR__stroke_vs_asthma	2:34750000-38250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr20_14750000_18250000__AFR__stroke_vs_asthma	20:14750000-18250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr10_15750000_20250000__AFR__stroke_vs_asthma	10:15750000-20250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr6_132750000_136250000__AFR__stroke_vs_asthma	6:132750000-136250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr9_3750000_7250000__AFR__stroke_vs_asthma	9:3750000-7250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr8_91750000_94250000__AFR__stroke_vs_asthma	8:91750000-94250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr15_39750000_45250000__AFR__stroke_vs_asthma	15:39750000-45250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr9_138750000_141250000__AFR__stroke_vs_asthma	9:138750000-141250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr22_47750000_49250000__AFR__stroke_vs_asthma	22:47750000-49250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr5_104750000_109250000__AFR__stroke_vs_asthma	5:104750000-109250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr17_58750000_63250000__AFR__stroke_vs_asthma	17:58750000-63250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr7_4750000_8250000__AFR__stroke_vs_asthma	7:4750000-8250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr15_84750000_87250000__AFR__stroke_vs_asthma	15:84750000-87250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr1_200750000_206250000__AFR__stroke_vs_asthma	1:200750000-206250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr3_175750000_178250000__AFR__stroke_vs_asthma	3:175750000-178250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr14_39750000_42250000__AFR__stroke_vs_asthma	14:39750000-42250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr9_83750000_85250000__AFR__stroke_vs_asthma	9:83750000-85250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr10_132750000_135250000__AFR__stroke_vs_asthma	10:132750000-135250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr5_13750000_15250000__AFR__stroke_vs_asthma	5:13750000-15250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr5_41750000_44250000__AFR__stroke_vs_asthma	5:41750000-44250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr1_196750000_199250000__AFR__stroke_vs_asthma	1:196750000-199250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr8_31750000_35250000__AFR__stroke_vs_asthma	8:31750000-35250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr8_24750000_29250000__AFR__stroke_vs_asthma	8:24750000-29250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr3_36750000_39250000__AFR__stroke_vs_asthma	3:36750000-39250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
chr17_14750000_17250000__AFR__stroke_vs_asthma	17:14750000-17250000	AFR	stroke	asthma	0.0033	high	0.000	0.0082	0.0000	0.4091
